accordance,achieved,achieving,action,actions,active,activities,activity,address,addresses,agenda,agreement,agreements,agriculture,aid,amount,amounts,applicant,applicants,application,applications,architecture,area,areas,article,articles,aspects,associations,automatic,award,bank,behaviour,beneficiaries,beneficiary,bodies,body,budget,budgetary,building,buildings,call,calls,cancer,capital,case,cases,centre,centres,commission,companies,company,condition,conditions,confidentiality,confirm,consumption,contact,contacts,content,contents,contract,contracts,contribution,contributions,core,cost,costs,council,countries,country,covering,creation,criteria,culture,data,date,dates,deal,decision,decisions,demand,demonstration,description,developing,development,developments,duration,dynamics,economies,economy,educational,effect,effects,eligible,emerging,energy,engagement,engineering,enhancing,enterprises,environment,environments,establishment,establishments,ethical,evaluation,evaluations,expenditure,expenditures,extent,facilities,factors,field,fields,finances,financing,formal,foundation,foundations,framework,full,fund,funding,funds,general,goals,governance,governmental,grant,grants,group,groups,guideline,guidelines,health,hearings,humanities,hydrogen,impact,impacts,implementation,including,increase,increasing,indicative,individual,individuals,industries,industry,information,infrastructure,infrastructures,innovation,innovations,institution,institutions,instrument,instruments,interaction,interactions,interest,interests,interim,investment,involve,issue,issues,key,knowledge,laboratory,law,leadership,length,life,line,manufacturing,maximum,medium,member,members,message,modelling,national,negotiation,negotiations,notice,notification,number,numbers,objective,objectives,obligations,open,organisation,organisations,organization,organizations,outcome,outcomes,parliament,participant,participants,parties,partner,partners,parts,party,payment,payments,percentage,performance,person,personal,persons,place,plan,planning,plans,play,point,points,priorities,priority,procurement,production,program,programme,programmes,programs,project,projects,promoter,promoters,promotion,proposal,proposals,protection,provision,provisions,public,publication,put,rate,rates,reader,reference,regard,relevance,repair,reporting,request,requests,requirements,result,results,return,review,rule,rules,scale,scales,scheme,schemes,science,sciences,scope,score,scores,screening,section,sections,sector,sectors,security,service,services,set,simulation,situation,situations,social,societal,societies,society,specific,staff,stem,storage,strengthening,strong,subject,submission,submit,success,sum,sums,support,supports,sustainable,synergies,taking,technological,technologies,technology,theme,themes,topic,topics,transfer,transnational,transport,treaty,union,user,users,values,view,views,vision,ways,welfare,world,writing,@@class@@
0.64,0,0,0.378,0.418,0.904,0.334,0.556,0,0,0,0,0,0,0,0.723,1.206,0.814,0.431,0.349,0.723,0,0,0,0,0,0,0,0,0.749,1.103,0,0.697,0.981,0.71,1.01,0.357,0,0,0,0.303,0.601,0,0,0.5,0.736,0,0,0.317,0,0,0,0.483,0,0,0,0,1.016,0.616,0,0.942,0,0.549,0.993,0,0,0.49,0.624,0,0,0,0,0,0.777,0,0.542,0,0,0.545,0,0,0,0.697,0,0,0,0,0,0,0,0,0.947,0,0.437,0,0,0,0,0,0,0,0,0,0,0,0.415,0,1.084,0,0,0,0,0.538,0,0,0.786,0,0,1.74,0,0.586,0,0.231,0,0.309,0,0,0,0.372,0.493,0,0,0,0,0,0,0,0,0,0,0.463,0,0,0,0,0.676,0,0,0,0.12,0,0,0,0,1.503,0.644,0,0,0,0,0,0.998,1.654,0,0,0,0,0.884,0,0,0,0,0,0,0,0,0.538,0,0.45,0,0,0,0,0,0,1.034,0,0.443,0,0,0,1.123,0,0.549,0.354,0,0,1.11,0,1.022,0,0.652,1.084,0,0,0,1.251,1.322,1.715,0,0,0.828,0,0,0,0.693,0,0,0,0,0,0,0,0.931,0,0,0.179,0.507,0,0.164,0.226,0,2.281,0,0.424,0,0,0,0,0.366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.334,0,0,1.94,0.473,0,1.989,0,0,0,0,0,0,0,0,0.833,0,0,0,0.767,0,0.507,0,0,0,0,0,0,0,0.71,0.387,0,0,0,0,0,0.636,0.578,0,0,0,0,0.252,1.513,0,0,0.664,0,0,0,0,0,0,0,0,0,0,0,0.463,0,0,0,0.697,0,0,0,0,0,0,0
0,0,0,0,0,0,0.384,0,0,0,1.838,0,0,0,0,0,0,0.936,0.495,0,0.832,0,0,0,0,0,0,1.695,0,0.862,0,0,0,0,0,0,0,0,0,0,0.349,0,0,0,0,0,0,0,0,0,0,0,0.556,0,0,0,0.529,0,0,0,0,0,0.632,0,0,0,0,0,0.371,0,0,0,0.563,0.893,0,0,0,0,0.628,0,0,0,0,0,0.548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.161,2.002,0,0.674,1.218,0.266,0,0.355,0,0,0,0.428,0.567,0,0,0,1.053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138,0,0,0,0,0,0,0,0,0,0,0.769,0,0,0,0,0,0,0,0.714,0,0,0,0,0,0,0,0.619,0,0,0,0,0,0.425,0,0,0,0,0,0,0,0,0,0.623,0,0.408,0,0,0,0,0,0,0,0,0.544,0.548,0,0,0,0,0,1.347,0,0.976,0,0,0,0,0,0,0.931,0,0,0,0,0,2.651,0.205,0.583,0,0.189,0.26,0,0,0,0,0,0,0,0,0.421,0,0,0,0,0,0,0,0.847,0,0,0,0,0,1.022,0,0,0,0,0,0,0,0.976,0,0,0,0,0,0,0,0,0,1.034,0,0,0,0,0,0,0,0,0.847,0,2.307,0.817,0.445,0,0,0,1.695,0,0,0,0.92,0,0,0,0.29,1.741,0,0,0,0,0,0,1.347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.586,0.648,1.403,0,0,0,0,0,0,0,0,0,0,0,1.262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.081,0,0,0,0,0,0,0,0.47,0.932,0,0,0,0,0,0,0.492,0,0,0,0,0,0,0,0,1.576,0.956,0,0,0,0,0,0,0,0,0,0.501,0.775,0,0,0,1.204,0,0,0,0,0,0,0,0,1.081,0,0,0,0,0,0,0,2.699,0,0,0.678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.835,0,0,0,0,0,0,0,0,0,0.358,0,0,0,0,0,0,0.765,1.19,1.162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.186,0,0,0,0,0,0.999,0,0,0,0,0,0,0,0,0,0,0,1.37,0,0,0,0,0,0,0,0,0,0,0.698,0,0,0,0,0,0,1.604,0,0,0,0,0,1.741,0.84,0,0.55,0,0,0,0,0,0,0,1.681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.331,0,0,0,0,0,0,0,0.277,0,0,0.255,0.35,0,0,0,0,0,0,0,0,0.568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.786,0,0,0,0,0,0,0,1.101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.718,0,0,0,0,0,0,0,0,0,0,0
0.773,0,0,0.457,0.505,1.093,0.404,0.672,0,0,0,0,0,0,0,0,0,0.984,0.52,0.421,0.873,0,0,0,0,1.457,0,0,0,0.905,0,0,0.842,0,0.858,0,0.432,0,0,0,0.366,0.726,0,0,0,0,0,0,0.383,0,0,1.221,0,0,0,0,0,1.228,0.745,0,1.138,0,0,1.199,0,0,0,0.754,0.39,0.604,0,0,0.592,0.938,0,0,0,0,0.659,1.031,0,0,0.842,0,0,0,0.858,0,0,0,0,0,0,0.528,0,0,0,0,0,0,0,0,0,0,0,0.501,0,0,0,0,0,0,0,0,0,0,1.228,0,0,0,0,0,0.279,0,0.373,0,0,0,0.45,0.596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.145,0,0,0,0,0,0,0,0,0,0,0,1.206,0,0,0,0,0,1.067,0,0,0,0,0,0,0,0,0,0,0,0.955,0,0,0.446,0,0,1.249,2.251,0,0,0,0.625,1.357,0,0.663,0,0,0,1.341,0,0,0,0,0,0,0,0,0,1.597,0,0,0,1.001,0,0,0.69,0,0,0,0,0,0,1.493,0,1.125,0,0,0.216,0,0,0.198,0.273,0,2.756,0,0,0,0,0,1.086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.007,0,0,0,0.927,0,0.612,0,0,1.333,1.691,0.889,0,0,0.858,0.468,0,0,0,0,0,0.768,0,0,0,0,0,0.304,0,0,0,0.802,0,0,0,0,0,0,0,0,0,0,0,0.559,0,0,0,0.842,0,0,0,0,0,0,0
0.475,0,0,0,0.31,0.671,0.248,0.413,0.349,0,0,0.416,0.527,0,0,0.537,0,0.604,0.32,0.259,0.537,0,0.429,0.563,0.56,0,0.481,1.094,0,0,0.819,0,0.518,0.728,0,0.75,0.265,0,0,0,0.225,0,0,0.969,0.371,0.546,0,0,0,0,0,0,0,0,0,0,0.341,0,0,0,0.699,0,0.408,0,0,0.514,0.364,0.463,0,0,0,0,0.364,0.576,0.435,0.402,0,0,0.405,0,0,0,0,0,0.354,0,0,0,0,0,0,0,0,0.324,0,0,0,0,0,0,0,0,0,0,0,0.308,0,0.804,1.844,0,0,0,0.4,0,0,0.583,0.754,0,0,0,0.435,0.786,0,0.478,0.229,0,0,1.823,0.276,0.366,0,0.556,0,0.679,0,0,0,0,0.402,0,0.344,0.215,0,0,0,0,0,0,0,0.089,0,0,0,0,1.116,0.478,0,1.162,0,0,0,0,1.228,0,0,0,0,0,0.46,0,0.703,0,0,0,0.472,0,0.4,0,0,0,0,0,0.274,0,0,0,0,0,0,0,0,0,0,0.408,0.263,1.66,0,0,0,0,0,0,0,0.351,0.354,0,0,0.981,1.273,0,0,0.615,0,0,0.424,0,0,0,0,0.601,0.524,0,0,0,0,0,0.133,0,0,0.122,0.168,2.266,1.693,0.906,0.315,0.254,0.57,0,0.667,0.272,0,0,0.615,0,0,0,0,0.546,0,0,0,0,0.449,0,0,0,0,0,0.351,0,0,0,0,0.804,0,0.675,0,0,0,0,0,0,0,0.57,0.327,0.376,0.327,0,0,0,0.546,0,0,0,0,0,0,0,0,0,0.472,0,0.594,0,0,0,0,0,0,0,0,0,0,0.754,0,0,0,0,0.626,0,0,0,0.344,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.296,0.493,0,0,0,0,0,0,0,0.64,0,0.721,0.382,0.309,0.64,0,0,0.672,0,0,0.574,0,0,0.664,0,0,0,0,0.629,0.895,0.317,0,0.96,0,0.269,0.532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.546,0.96,0.834,0,0,0.879,1.037,0,0.434,0,0.286,0,0,1.264,0.434,0.688,0,0,0,1.143,0.483,0.756,0,0,0,0,0.422,0,0,0,0,0,0,0.839,0,0.387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.477,0.725,0,0,0,0,0,0.486,0.519,0.938,0.205,0,0.273,0,0,0,0.33,0.437,0.68,0.664,0,0.81,0,0,0,0,0.48,0,0,0.256,0,0,0,0,0,0,0,0.106,0,0,0,0,1.331,0.57,0,0,0,0,0,0,0,0,0,0.977,0,0.783,0.549,0,0,0,0,0,0.563,0,0.477,0,0,0,0,0,0.327,0,0,0,0,0.393,0,0.581,0,0,0.48,0.486,0.314,0,0,0.983,1.255,0,0,0.577,0,0.419,0.422,0.839,0,1.171,0,0,0,0,0,0,0.506,0.614,0.911,0,0,0.717,0,0,0,0,0,0,0.158,0.449,0,0.145,0.2,0,0,0,0.376,0.304,0,0,0,0.324,0,0,0,0,0,0,0,0,0,0,0,0,0,0.787,0.296,0,0,0,0,0,0,0.751,0.849,0,0,0.806,1.136,0,0,0,0,0.796,1.28,0,0,0,0,0,0,0,0.652,0,1.777,0,0.343,0,0,0,0,1.043,0,0.512,0,0,0,0,0.223,1.34,1.043,0,0,0,0.949,0,0,0,0,0.73,0,1.075,0,0,0.41,0,0,0,0,0,0,1.178,0,0,0,0
0.29,0.524,0,0.171,0.189,0.409,0.151,0.252,0.213,0.57,0.723,0.254,0.321,0,0,0.327,0.546,0.369,0.195,0.158,0.327,0,0.262,0,0.341,0.546,0.293,0.667,0,0.339,0.499,0,0.316,0.444,0.321,0.457,0.162,0.536,0,0,0.137,0.272,0,0.591,0.226,0.333,0,0,0.144,0,0,0.457,0.219,0.556,0.739,0,0.208,0.46,0.279,0,0.427,0.499,0.249,0.449,0.53,0.314,0.222,0.283,0.146,0.226,0,0,0.222,0.352,0.265,0.245,0,0,0.247,0.386,0,0,0.316,0.549,0.216,0.713,0.321,0,0,0.63,0.788,0.429,0.602,0.198,0,0,0.626,0,0.663,0,0.479,0,0.595,0.733,0,0.188,0,0.491,0,0.566,0,0,0.244,0.371,0,0.356,0.46,0,0.788,0.249,0.265,0.479,0.105,0.292,0.14,0,0,0,0.169,0.223,0.347,0.339,0,0.414,0,0,0,0,0.245,0,0.21,0.131,0.364,0,0,0.306,0.434,0,0,0.054,0,0,0.292,0,0.681,0.292,0,0.709,0.614,0,0.303,0.452,0.749,0,0.485,0.499,0.286,0.4,0.281,0,0.429,0,0,0.514,0.288,0,0.244,0,0.204,0.358,0,0,0.167,0,0,0.468,0,0.201,0,0.297,0.234,0.508,0.245,0.249,0.16,1.013,0.975,0.502,0,0.463,0.429,0.295,0.491,0.214,0.216,0.429,0.566,0.599,0.776,0.932,0.53,0.375,0.384,0.352,0.259,0.314,0.465,0.595,0.681,0.366,0.32,0.56,0.405,0.422,0.638,0,0.081,0.229,0,0.074,0.102,0,1.033,0,0.192,0.155,0.347,0,0.407,0.166,0.391,0.488,0.375,0.375,0,0,0.384,0.333,0,0.518,0.468,0.739,0.274,0,0.151,0.63,0,0.878,0.214,0.449,0.9,0,0,0,0,0,0.58,0,0,0.377,0,0.407,0,0.347,0.199,0.229,0.199,0,0.499,0.634,0.333,0,0.908,0.321,0.175,0.333,0,0,0.667,0.533,0.288,0.262,0.362,0,0.536,0.718,0.114,0.685,0.533,0.53,0.301,0,0.485,0,0.53,0.521,0,0.373,0.382,0.549,0,0.685,0.21,0,0,0.65,0.316,0.733,1.112,0,0,0.488,0.599,0
0.31,0.561,0.641,0.183,0.203,0,0.162,0.27,0.228,0.61,0,0.271,0.344,0,0,0.35,0,0.394,0.209,0.169,0.35,0,0.28,0.367,0.365,0.585,0.314,0,0,0.363,0,0,0.338,0,0.344,0,0.173,0.574,0.525,0,0.147,0.291,0,0,0.242,0.357,0.531,0.513,0.154,0,0,0.49,0.234,0.595,0.79,0,0.223,0.492,0.299,0.525,0.456,0,0.266,0,0,0.336,0,0.302,0.156,0.242,0.426,0,0.237,0.376,0.284,0.263,0.633,0.625,0.264,0.413,0,0.588,0.338,0.588,0.231,0,0.344,0,0,0,0,0.459,0,0.212,0,0.571,0,0.85,0,0.541,0,0,0.637,0,0.467,0.201,0.554,0.525,0,0.606,0.629,0,0,0.397,0,0,0.492,0,0,0.266,0.284,0.513,0.112,0.312,0.15,0.629,0,0,0.18,0.239,0.372,0.363,0,0.443,0,0.956,0,0,0.263,0.531,0.224,0.14,0.39,0,0.459,0.328,0.465,0,0,0.058,0,0,0.312,0,0.728,0.312,0,0,0,0,0.324,0.484,0.802,0,0.519,0.535,0.306,0,0.301,0,0.459,0,0,0.551,0.308,0,0.261,0.581,0.218,0.383,0,0,0.179,0.588,0.691,0.501,0.903,0.215,0,0.318,0.251,0.544,0.263,0.266,0.172,0,0,0.538,0.687,0.495,0.459,0.316,0.525,0.229,0,0.459,0.606,0.641,0.831,0,0.567,0.402,0.411,0.376,0.277,0.336,0.498,0.637,0,0.392,0.342,0,0.433,0.451,0,1.117,0.087,0.246,0,0.08,0.109,0,0,0,0.206,0.166,0.372,0.481,0.436,0.177,0.418,0.522,0.402,0.402,0,0.342,0.411,0.357,0,0.554,0.501,0.79,0.293,0.431,0.162,0.674,0.374,0.94,0.229,0.481,0,0.411,0.465,0.525,0.709,0.441,0.621,0.606,0.972,0.404,0,0.436,0,0.372,0.213,0.246,0.213,0,0.535,0.678,0.357,0.595,0,0.344,0.188,0.357,0.661,0.85,0,0,0.308,0.28,0.388,0,0.574,0,0.122,0,0,0,0.322,0.467,0.519,0.492,0.567,0.557,0.516,0.399,0.409,0,0,0.733,0.224,0.557,0.492,0.696,0.338,0.785,0,0.645,0.606,0,0.641,0
0.31,0.561,0.641,0.183,0.203,0,0.162,0.27,0.228,0.61,0,0.271,0.344,0,0,0.35,0,0.394,0.209,0.169,0.35,0,0.28,0.367,0.365,0.585,0.314,0,0,0.363,0,0,0.338,0,0.344,0,0.173,0.574,0.525,0,0.147,0.291,0,0,0.242,0.357,0.531,0.513,0.154,0,0,0.49,0.234,0.595,0.79,0,0.223,0.492,0.299,0.525,0.456,0,0.266,0,0,0.336,0,0.302,0.156,0.242,0.426,0,0.237,0.376,0.284,0.263,0.633,0.625,0.264,0.413,0,0.588,0.338,0.588,0.231,0,0.344,0,0,0,0,0.459,0,0.212,0,0.571,0,0.85,0,0.541,0,0,0.637,0,0.467,0.201,0.554,0.525,0,0.606,0.629,0,0,0.397,0,0,0.492,0,0,0.266,0.284,0.513,0.112,0.312,0.15,0.629,0,0,0.18,0.239,0.372,0.363,0,0.443,0,0.956,0,0,0.263,0.531,0.224,0.14,0.39,0,0.459,0.328,0.465,0,0,0.058,0,0,0.312,0,0.728,0.312,0,0,0,0,0.324,0.484,0.802,0,0.519,0.535,0.306,0,0.301,0,0.459,0,0,0.551,0.308,0,0.261,0.581,0.218,0.383,0,0,0.179,0.588,0.691,0.501,0.903,0.215,0,0.318,0.251,0.544,0.263,0.266,0.172,0,0,0.538,0.687,0.495,0.459,0.316,0.525,0.229,0,0.459,0.606,0.641,0.831,0,0.567,0.402,0.411,0.376,0.277,0.336,0.498,0.637,0,0.392,0.342,0,0.433,0.451,0,1.117,0.087,0.246,0,0.08,0.109,0,0,0,0.206,0.166,0.372,0.481,0.436,0.177,0.418,0.522,0.402,0.402,0,0.342,0.411,0.357,0,0.554,0.501,0.79,0.293,0.431,0.162,0.674,0.374,0.94,0.229,0.481,0,0.411,0.465,0.525,0.709,0.441,0.621,0.606,0.972,0.404,0,0.436,0,0.372,0.213,0.246,0.213,0,0.535,0.678,0.357,0.595,0,0.344,0.188,0.357,0.661,0.85,0,0,0.308,0.28,0.388,0,0.574,0,0.122,0,0,0,0.322,0.467,0.519,0.492,0.567,0.557,0.516,0.399,0.409,0,0,0.733,0.224,0.557,0.492,0.696,0.338,0.785,0,0.645,0.606,0,0.641,0
0.264,0.477,0.545,0.156,0.172,0.373,0.138,0.229,0.194,0.519,0.659,0.231,0.293,0,0.62,0.298,0.498,0.336,0.178,0.144,0.298,0,0.239,0.313,0.311,0.498,0.267,0,0,0.309,0.455,0,0.288,0.405,0.293,0,0.147,0.489,0.447,0,0.125,0.248,0,0.539,0.206,0.304,0.452,0.437,0.131,0.526,0,0.417,0.199,0,0,0,0.19,0.419,0.254,0.447,0.389,0.455,0.227,0.409,0.483,0.286,0.202,0.257,0.133,0.206,0.362,0.588,0.202,0.32,0.242,0.224,0.539,0,0.225,0.352,0,0.501,0.288,0.501,0.196,0.65,0.293,0,0,0.574,0,0.391,0,0.18,0.697,0,0.57,0.723,0.604,0.46,0.437,0,0.542,0.668,0.398,0.171,0.471,0,0,0.516,0.535,0.6,0.222,0.338,0,0.324,0,0,0,0.227,0.242,0.437,0.095,0.266,0.127,0,0,0,0.154,0.203,0.317,0.309,0,0,0,0,0.734,0,0.224,0.452,0.191,0.119,0.332,0.501,0.391,0.279,0,0.723,0.498,0.049,0.48,0.574,0.266,0,0.62,0.266,0.529,0,0.559,0.646,0.276,0.412,0,0,0,0.455,0.261,0.364,0.256,0,0.391,0.734,0.659,0.469,0.262,0.834,0.222,0,0.186,0.326,0,0,0.152,0.501,0,0,0,0.183,0.532,0.271,0.213,0,0.224,0.227,0.146,0,0,0,0,0.422,0.391,0.269,0.447,0.195,0.196,0.391,0,0,0,0,0.483,0.342,0.35,0.32,0.236,0.286,0.424,0.542,0.62,0.334,0.291,0,0.369,0.384,0.581,0,0.074,0.209,0,0.068,0.093,0,0,0.504,0.175,0.141,0.317,0.409,0.371,0.151,0.356,0,0.342,0.342,0,0.291,0.35,0.304,0,0,0.427,0,0.249,0.367,0.138,0.574,0.318,0.8,0.195,0.409,0,0.35,0.395,0.447,0.604,0.375,0.529,0.516,0,0.344,0.592,0.371,0.596,0.317,0.182,0.209,0.182,0,0.455,0.577,0.304,0.507,0.827,0.293,0.16,0.304,0,0,0.608,0.486,0.262,0.239,0.33,0.641,0.489,0,0.104,0.624,0.486,0.483,0.274,0.398,0,0.419,0,0,0.439,0.34,0.348,0.501,0,0.624,0.191,0.474,0,0,0.288,0,0,0,0,0.444,0.545,0
0,0,0,0,0,0,0.439,0.731,0,0,0,0,0,0,0,0,0,1.069,0.566,0.458,0.949,0,0,0,0,0,0,0,0,0.984,0,0,0,0,0,0,0.469,0,0,0,0.398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.604,0,0.809,0,0,0,0.721,0,0,0,0,0,0.424,0,0,0,0.643,1.02,0,0.712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.707,0,0,0,0,2.467,0,0,0.769,1.39,0.303,0.846,0,0,0,0,0.489,0.648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.83,0,0,0,0,0,0,0,0,0,0.707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.465,0,0,0,0,0,0,0.856,0,0.621,0,0,0,0,0,0,0,0,1.114,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.216,0.297,0,0,0,0.557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.167,0,0,0,0,0,0,0,1.114,0,0,0,0,0,0,0,0,0,1.181,1.898,0,0,0,0,0,0,0,0,0,2.634,0,0,0,0,0,0,0,0,0,1.05,0,0,0,0.331,0,1.547,0,0,0,0,0,0,0,0,0,0,1.594,0,0,0,0,0,0,0,0,0,0,0,1.415,0,0
0.408,0.737,0,0,0,0.576,0.213,0.355,0.299,0,0,0.357,0.452,0,0.958,0.461,0.769,0.519,0.274,0.222,0.461,0,0.369,0.483,0.48,0.769,0.413,0.939,1.047,0,0.703,0,0,0.625,0,0,0.228,0.755,0,0,0.193,0,0,0,0.319,0.469,0,0,0.202,0,0,0,0,0,0,0,0.293,0,0,0,0,0,0.35,0,0,0.442,0.312,0.398,0.206,0.319,0,0,0,0.495,0.373,0.345,0.832,0,0.348,0.544,0,0,0.444,0,0.304,0,0.452,0,0,0,1.109,0.604,0.848,0.279,0,0,0,0,0,0,0.675,0,0.837,0,0,0.264,0,0,1.583,0,0,0.927,0.343,0.522,0,0.501,0.648,0,0,0,0.373,0.675,0.147,0.41,0.197,0,1.085,0,0.237,0,0,0.478,0,0.583,0,0,0,0,0.345,0,0.295,0.184,0.513,0,0,0.431,0,0,0,0.076,0,0,0,0,0.958,0.41,0,0,0,0,0.426,0,0,0,0.683,0,0.403,0.563,0.395,0,0.604,0,0,0,0.405,0,0.343,0.764,0,0.504,0,0,0.235,0,0,0,0,0.283,0,0.418,0.33,0,0.345,0.35,0.226,0,0,0,0.903,0,0,0,0,0.301,0.304,0.604,0,0.843,1.093,1.312,0,0.528,0.541,0.495,0.364,0.442,0.655,0,0,0.516,0.45,0.788,0.57,0.593,0,1.468,0.114,0,0,0.105,0.144,0,1.454,0.778,0,0.218,0,0.633,0.573,0.233,0.55,0,0.528,0,0,0,0.541,0.469,0,0.728,0,0,0.385,0.566,0.213,0.886,0,1.236,0.301,0,0,0,0,0,0,0.58,0,0,0,0.531,0,0,0,0,0,0.323,0.281,0,0.703,0,0.469,0,0,0,0.247,0.469,0,0,0.939,0,0.405,0.369,0.51,0,0.755,1.011,0.16,0,0.751,0,0.423,0,0,0,0,0,0,0,0.537,0,0,0.964,0.295,0,0,0.915,0.444,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1.266,0,0,0,0,0,1.841,0,0.788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.808,0,0,0,0,0,0,0,1.131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.242,0,0,0,0,0,0,0,0,0,0,1.756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.242,0,0,0,0,0,0,0,0,0,1.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.404,0,0,0.371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.617,0,0,0,0,0.872,0.322,0,0,0,0,0,0,0,1.448,0.697,0,0.784,0,0.336,0.697,0,0.557,0,0,0,0.624,0,0,0,0,0,0,0,0,0,0.344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.465,0,0,0,0,0,0,0,0,0,0.529,0,0,0,0.472,0,0,0,0,0,0.472,0.748,0,0.522,0,0,0,0,0,0,0.672,0,0.459,0,0.684,0,0,0,0,0,0,0.421,0,0,1.331,0,0,0,0,0,0,0,0,0.4,0,0,2.394,0,0,1.402,0,0,0,0.757,0,0,0,0,0,0,0,0.621,0.297,0,0,0,0,0,0,0.722,0,0,0,0,0,0,0.522,1.057,0.446,0.279,0,0,0,0,0,0,0,0.115,0,0,0,0,0,0.621,0,0,0,0,0,0,0,0,0,0,0.609,0,0,0,0,0,0,0,0,0,0.519,1.155,0,0,0,0,0.356,0,0,0,0,0.427,0,0,0.498,0,0,0,0,0,0,0,0,0,0,0,0,0.456,0.459,0,0,0,0,0,0,0,0,0,0.55,0.668,0,0,0,0.78,0.68,0,0,0,0,0,0.172,0,0,0.158,0.218,0,0,1.177,0,0,0,0,0,0,0,0,0,0.798,0,0,0,0.709,0,0,0,1.572,0,0.856,0.322,0,0,0,0.456,0,0,0,0,0,0,0.877,1.235,0,0,0,0,0,0,0,0,0,0,0,0,0,0.709,0,0,0,0.373,0,0,0,0,0,0.613,0,0,0,1.142,0,0.243,0,1.135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.384,0,0,0,0,0,0,0,0
